element_id,group,section_id,length_m,axial_force_N,torsion_Nm,bending_My_Nm,bending_Mz_Nm,screening_von_mises_MPa,yield_factor,member_euler_factor
20,SPINE_DIAGONAL,3,2.6633686064020505,0.010994276310560333,1.6418531133633698e-05,0.00018172166808860086,8.2747592380122e-06,1.83598586974114e-05,27396725.0124272,9085387.177602518
21,SPINE_LONGERON,1,2.5,0.026971655272713453,2.1220520969812957e-05,0.0017684903452298735,-8.604060758253136e-05,2.572722597356109e-05,19551272.279293317,36179563.67348666
22,SPINE_DIAGONAL,3,2.6633686064020505,-0.011382266097313383,1.4283234466302832e-05,0.00016232070165620564,0.00015935378832507185,2.0762686628016548e-05,24226151.89506674,8775691.603498964
23,SPINE_LONGERON,1,2.5,-0.026694102019376262,1.4612189998708463e-05,0.001567638747261743,0.0016262962897609827,3.0163398916577796e-05,16675839.529594636,36555742.486117534
24,SPINE_DIAGONAL,3,2.6633686064020505,0.011124839084304053,1.3068502308396001e-05,4.659756360634058e-06,0.00017892387384309223,1.834512285921545e-05,27418731.608402614,8978759.716166513
25,SPINE_FRAME,2,0.9184401633029775,-0.00029631231273716946,-2.159818344857204e-05,-0.0012670641181559282,0.0014422701427302302,3.8665914530316605e-05,13008873.735693362,8470539603.474579
26,SPINE_FRAME,2,0.9184401633029775,0.014863105182242774,1.9363674704265437e-05,0.0015305944586798972,-0.0012806284675862618,4.825105214144025e-05,10424643.1461336,168869502.6552051
27,SPINE_FRAME,2,0.9184401633029775,-0.0003496583728646585,2.2768638583179008e-05,-0.001394483836907995,0.0014932266697939714,4.116867918128836e-05,12218026.179198368,7178221300.620335
28,SPINE_FRAME,2,0.9184401633029775,0.01496012272662173,1.5031772624414953e-05,-0.001501529115384729,0.001271192644767816,4.773649022157597e-05,10537012.62211049,167774370.9662819
29,SPINE_FRAME,2,0.9184401633029775,-0.00029631231173924896,-2.159818339977427e-05,0.001267064118187974,-0.0014422701436621695,3.866591454422013e-05,13008873.731015619,8470539632.001659
30,SPINE_FRAME,2,0.9184401633029775,0.014863105178582924,1.936367462980883e-05,-0.0015305944586142327,0.0012806284663612764,4.825105212263151e-05,10424643.150197227,168869502.69678706
31,SPINE_FRAME,2,0.9184401633029775,-0.0003496583686896648,2.2768638641511036e-05,0.001394483836954966,-0.0014932266706182988,4.1168679191711386e-05,12218026.176105026,7178221386.32979
32,SPINE_FRAME,2,0.9184401633029775,0.014960122724367371,1.5031772618400233e-05,0.0015015291153867645,-0.0012711926446454498,4.773649021877302e-05,10537012.622729195,167774370.99156404
33,SPINE_LONGERON,1,2.5,0.09271471603361181,8.092560782959239e-05,-0.0001145171036665181,-0.00831410059230469,0.00010912305337750738,4609475.124013339,10525003.592360722
34,SPINE_DIAGONAL,3,2.6633686064020505,-0.0543765583881853,6.841573324403194e-05,-0.0006278557660690607,-0.00047460992698825707,8.572944456689615e-05,5867295.682844423,1836954.3785008474
35,SPINE_LONGERON,1,2.5,-0.09082508398462158,-2.4401919287438665e-05,0.005702921189719665,-0.005474297818797697,0.00010466690560195987,4805721.513473132,10743978.166688995
36,SPINE_DIAGONAL,3,2.6633686064020505,0.052650436172429566,7.88522132627243e-05,-4.4473114299470834e-05,-0.0009047578695468801,8.948243193294947e-05,5621215.127198437,1897178.148569451
37,SPINE_LONGERON,1,2.5,0.0925055122144205,4.948875060026343e-06,0.008732951052305427,1.0716952054627013e-05,0.0001129297096786994,4454098.052949081,10548806.184182715
38,SPINE_DIAGONAL,3,2.6633686064020505,-0.05403919380504543,7.427366111594934e-05,0.0004850648438233321,-0.0006683476934870158,8.71659504134915e-05,5770601.910653244,1848422.4131718613
39,SPINE_LONGERON,1,2.5,-0.09240241512258138,-0.0001032192933719008,0.004909250155721787,0.005716210160945195,0.00010177744246775476,4942156.020076462,10560575.911613768
40,SPINE_DIAGONAL,3,2.6633686064020505,0.05401529010987305,7.411979362602026e-05,0.0009765815493436424,-6.302796803026836e-05,9.400715321314356e-05,5350656.655451974,1849240.406110979
41,SPINE_LONGERON,1,2.5,0.09271471590552437,8.092560782136731e-05,0.00011451710555436206,0.008314100591462833,0.0001091230533258106,4609475.126197066,10525003.606901249
42,SPINE_DIAGONAL,3,2.6633686064020505,-0.05437655839366971,6.841573323559728e-05,0.0006278557662472057,0.0004746099268891081,8.572944457565635e-05,5867295.682244877,1836954.3783155726
43,SPINE_LONGERON,1,2.5,-0.09082508405070781,-2.4401919287790858e-05,-0.005702921187750161,0.005474297818468178,0.00010466690560941912,4805721.513130644,10743978.158871451
44,SPINE_DIAGONAL,3,2.6633686064020505,0.052650436187422496,7.885221325662255e-05,4.447311450155345e-05,0.0009047578694867644,8.948243194455514e-05,5621215.126469378,1897178.1480292035
45,SPINE_LONGERON,1,2.5,0.09250551224904677,4.948875067022479e-06,-0.008732951050867313,-1.0716952321557594e-05,0.00011292970967728184,4454098.053004992,10548806.18023413
46,SPINE_DIAGONAL,3,2.6633686064020505,-0.05403919377834662,7.427366111564735e-05,-0.00048506484364932195,0.0006683476934502974,8.716595038287393e-05,5770601.912680203,1848422.4140851
47,SPINE_LONGERON,1,2.5,-0.09240241500756557,-0.00010321929336102214,-0.004909250154314392,-0.00571621016172847,0.00010177744242513769,4942156.022145881,10560575.924758803
48,SPINE_DIAGONAL,3,2.6633686064020505,0.054015290132643806,7.411979363180983e-05,-0.0009765815491988618,6.302796795666726e-05,9.400715322750754e-05,5350656.654634411,1849240.4053314107
49,SPINE_FRAME,2,0.9184401633029775,-0.002576056205386437,-0.00018393617173397513,-0.00470842879911923,0.006341985082445712,0.00015986170937379193,3146469.545273503,974328578.2310103
50,SPINE_FRAME,2,0.9184401633029775,0.061540953241447524,-0.0001263051811457496,0.0051373754586461155,-0.006191592861646976,0.00019542519648759165,2573874.858720879,40784632.79874769
51,SPINE_FRAME,2,0.9184401633029775,-0.0011096932768297624,-2.0622963271790546e-05,-0.005851438336542648,0.0066629536406232264,0.0001784481774959815,2818745.515130448,2261818857.917065
52,SPINE_FRAME,2,0.9184401633029775,0.058046995706843144,-0.00015488632963169251,-0.005036021331173159,0.005822580705277451,0.00018653742858166665,2696509.777284643,43239536.33558066
53,SPINE_FRAME,2,0.9184401633029775,-0.002576056201517171,-0.00018393617178514622,0.004708428799147429,-0.006341985083411662,0.00015986170938755563,3146469.5450025997,974328579.694463
54,SPINE_FRAME,2,0.9184401633029775,0.0615409532388423,-0.00012630518109102082,-0.005137375458600613,0.006191592860618137,0.00019542519646967863,2573874.858956805,40784632.800474234
55,SPINE_FRAME,2,0.9184401633029775,-0.0011096932770353202,-2.0622963286323192e-05,0.005851438336569917,-0.006662953641208536,0.00017844817750527634,2818745.514983628,2261818857.4980893
56,SPINE_FRAME,2,0.9184401633029775,0.05804699570971032,-0.00015488632965299947,0.005036021331172575,-0.005822580705676829,0.0001865374285893085,2696509.7771741757,43239536.333444886
57,SPINE_LONGERON,1,2.5,0.38132223940272936,0.0002525776459490846,0.0014292546084989832,0.032360125384104134,0.0004320377668339852,1164250.0693539663,2559050.11165075
58,SPINE_DIAGONAL,3,2.6633686064020505,-0.23409637017223228,0.00033015834481492113,-0.0032861072691579155,0.0028457057498088244,0.000412180688337239,1220338.5899255287,426692.8912460013
59,SPINE_LONGERON,1,2.5,-0.3840417946047337,0.0001477954142207118,-0.02779076199744897,0.02781755930779446,0.0004972919546039242,1011478.258080049,2540928.4432774093
60,SPINE_DIAGONAL,3,2.6633686064020505,0.2355758270450366,0.0003797643707985043,-0.0032679270524370303,-0.0006620021907331466,0.00036813228915093976,1366356.6463026623,424013.1862081412
61,SPINE_LONGERON,1,2.5,0.38159779096662766,0.0003162741769762642,-0.03230088991711956,0.0015419101302033625,0.00043163414426200894,1165338.7635957522,2557202.222912785
62,SPINE_DIAGONAL,3,2.6633686064020505,-0.2327072865062976,0.00033902766810720204,-0.0029859123444527613,-0.003150686370549294,0.00041062747523423716,1224954.564263071,429239.9198951632
63,SPINE_LONGERON,1,2.5,-0.38458747369178903,0.00021873978848334802,-0.027978753192600212,-0.027664908015341615,0.0004977193474816703,1010609.6991106502,2537323.1997163263
64,SPINE_DIAGONAL,3,2.6633686064020505,0.2356511261279006,0.0003842119781860894,0.00048304568033576107,-0.0032780934821026514,0.00036727425696561356,1369548.7512676225,423877.6986143905
65,SPINE_LONGERON,1,2.5,0.3813222393144965,0.0002525776459565168,-0.0014292546095503158,-0.03236012538360074,0.0004320377667993529,1164250.0694472932,2559050.11224288
66,SPINE_DIAGONAL,3,2.6633686064020505,-0.23409637019814244,0.00033015834482046146,0.003286107269046618,-0.002845705749742522,0.00041218068835548004,1220338.5898715225,426692.8911987743
67,SPINE_LONGERON,1,2.5,-0.3840417946214493,0.00014779541422303458,0.027790761996604865,-0.027817559306864692,0.0004972919545980394,1011478.2580920184,2540928.4431668143
68,SPINE_DIAGONAL,3,2.6633686064020505,0.23557582701927557,0.0003797643707977025,0.003267927052317237,0.0006620021908302177,0.0003681322891227136,1366356.6464074263,424013.18625450856
69,SPINE_LONGERON,1,2.5,0.3815977910312111,0.0003162741769718556,0.03230088991584253,-0.0015419101290737463,0.0004316341442719167,1165338.763569003,2557202.222479992
70,SPINE_DIAGONAL,3,2.6633686064020505,-0.23270728651680994,0.00033902766810072556,0.002985912344304676,0.003150686370642931,0.0004106274752424286,1224954.564238635,429239.91987577267
71,SPINE_LONGERON,1,2.5,-0.38458747358368034,0.00021873978847430093,0.027978753191134208,0.027664908016042877,0.000497719347439328,1010609.6991966253,2537323.2004295755
72,SPINE_DIAGONAL,3,2.6633686064020505,0.23565112613880063,0.00038421197817755303,-0.00048304568047279143,0.003278093482164966,0.0003672742569793431,1369548.7512164258,423877.6985947841
73,SPINE_FRAME,2,0.9184401633029775,-0.00993747679516399,5.265846191794023e-05,-0.022870899968114457,0.027520145554148875,0.0007231087802260003,695607.650957844,252571677.07388034
74,SPINE_FRAME,2,0.9184401633029775,0.2630062227706534,0.00029885452981523106,0.02761417562191995,-0.024859934975108147,0.0008907460214584392,564695.1969276567,9543215.949783983
75,SPINE_FRAME,2,0.9184401633029775,-0.009593323772779105,6.313067884753092e-05,-0.022964370100177885,0.027475108522044198,0.0007234248077723727,695303.7753140893,261632489.3734129
76,SPINE_FRAME,2,0.9184401633029775,0.26359817891098425,0.00029136689482817633,-0.02759035370346293,0.024866260974634312,0.0008908029149623466,564659.1311628806,9521784.9774483
77,SPINE_FRAME,2,0.9184401633029775,-0.009937476795023104,5.265846195051226e-05,0.022870899968135718,-0.027520145554979343,0.0007231087802390041,695607.6509453348,252571677.07746112
78,SPINE_FRAME,2,0.9184401633029775,0.2630062227682462,0.0002988545297582931,-0.027614175621869658,0.024859934973982548,0.0008907460214412486,564695.1969385548,9543215.949871328
79,SPINE_FRAME,2,0.9184401633029775,-0.009593323769515605,6.31306788971631e-05,0.022964370100212034,-0.02747510852284843,0.0007234248077833815,695303.7753035083,261632489.46241623
80,SPINE_FRAME,2,0.9184401633029775,0.26359817890878107,0.0002913668948168278,0.0275903537034568,-0.024866260974500846,0.0008908029149592428,564659.131164848,9521784.977527883
81,SPINE_LONGERON,1,2.5,1.6001861184003505,0.0023520328936650074,0.004143736502445012,-0.16351198958366925,0.0020695991934200964,243042.2284658761,609818.2630742755
82,SPINE_DIAGONAL,3,2.6633686064020505,-0.9738673148584089,0.0014037940041401545,-0.012394841990529312,-0.008873319016023985,0.0015871677277637126,316916.72606569243,102567.62445457638
83,SPINE_LONGERON,1,2.5,-1.5975921515449505,-0.0009132865665548593,0.10900943475814416,-0.09678732045051212,0.0019035207933883298,264247.17909418966,610808.4083755668
84,SPINE_DIAGONAL,3,2.6633686064020505,0.9741519566642226,0.0016688415462401893,-0.0003072172056380239,-0.017712150412758934,0.001698794739638955,296092.2754604848,102537.65476284293
85,SPINE_LONGERON,1,2.5,1.6000770264108164,0.0023441862794867196,0.16348670863868747,0.004129369813649899,0.0020693230839468565,243074.65755449806,609859.8400024326
86,SPINE_DIAGONAL,3,2.6633686064020505,-0.973731256721249,0.0014023136903239452,0.009415627863743267,-0.011988367346270606,0.0015870503848247665,316940.15817622485,102581.95608850502
87,SPINE_LONGERON,1,2.5,-1.5968656417997784,-0.0009165632590757538,0.09681093813448564,0.10900202460686954,0.0019033647556032842,264268.8420699325,611086.3016744782
88,SPINE_DIAGONAL,3,2.6633686064020505,0.9742272283512977,0.0016684973960799934,0.01768655576516705,-0.0010998316404147437,0.001699128997893532,296034.0272125225,102529.73239931405
89,SPINE_LONGERON,1,2.5,1.6001861183063824,0.0023520328936571934,-0.004143736500963314,0.16351198958321062,0.002069599193383122,243042.2284702182,609818.263110086
90,SPINE_DIAGONAL,3,2.6633686064020505,-0.9738673148612987,0.0014037940041332687,0.012394841990656422,0.008873319015966833,0.0015871677277695237,316916.7260645321,102567.62445427202
91,SPINE_LONGERON,1,2.5,-1.5975921516005556,-0.0009132865665578444,-0.10900943475660985,0.09678732045052824,0.0019035207933969344,264247.1790929952,610808.4083543073
92,SPINE_DIAGONAL,3,2.6633686064020505,0.9741519566806403,0.0016688415462351605,0.0003072172057952614,0.017712150412730363,0.0016987947396529673,296092.2754580425,102537.65476111483
93,SPINE_LONGERON,1,2.5,1.6000770264261028,0.002344186279490812,-0.16348670863762632,-0.004129369813580448,0.0020693230839422595,243074.65755503805,609859.8399966062
94,SPINE_DIAGONAL,3,2.6633686064020505,-0.9737312566951392,0.0014023136903238377,-0.00941562786360851,0.011988367346269882,0.0015870503847968565,316940.1581817986,102581.95609125568
95,SPINE_LONGERON,1,2.5,-1.5968656417224647,-0.000916563259067497,-0.09681093813347966,-0.10900202460727404,0.0019033647555732568,264268.8420741016,611086.3017040645
96,SPINE_DIAGONAL,3,2.6633686064020505,0.974227228371787,0.001668497396084813,-0.017686555765061514,0.0010998316403867908,0.001699128997907676,296034.0272100583,102529.73239715771
97,SPINE_FRAME,2,0.9184401633029775,-0.11656564413643578,-0.0014763640671019984,-0.09917103255942727,0.12301544055863523,0.0032334450441748363,155561.63569446525,21532289.369066276
98,SPINE_FRAME,2,0.9184401633029775,1.080479307015913,-0.003371674947637706,0.10947637432077698,-0.10380861529890457,0.0036241705218816337,138790.3789192699,2322973.8540475103
99,SPINE_FRAME,2,0.9184401633029775,-0.11655586401784346,-0.0014703265871228062,-0.09917883641210462,0.12302591147796925,0.0032337004944493165,155549.34690562877,21534096.127957113
100,SPINE_FRAME,2,0.9184401633029775,1.080506326701228,-0.003371390304654911,-0.10948500157941003,0.10380958201393149,0.003624324266742457,138784.49139212823,2322915.7645935384
101,SPINE_FRAME,2,0.9184401633029775,-0.11656564413380366,-0.0014763640671574575,0.09917103255945522,-0.12301544055962119,0.003233445044189132,155561.63569377747,21532289.369552486
102,SPINE_FRAME,2,0.9184401633029775,1.0804793070140049,-0.0033716749475851716,-0.1094763743207359,0.10380861529785075,0.0036241705218654245,138790.37891989062,2322973.854051613
103,SPINE_FRAME,2,0.9184401633029775,-0.11655586401779416,-0.0014703265871414302,0.09917883641212133,-0.12302591147856955,0.003233700494458874,155549.34690516902,21534096.12796622
104,SPINE_FRAME,2,0.9184401633029775,1.080506326703063,-0.003371390304680963,0.10948500157941388,-0.10380958201434257,0.003624324266749208,138784.49139186973,2322915.7645895937
105,SPINE_LONGERON,1,2.5,6.35718927518386,0.010500776580981567,0.008690284038531499,0.5645255111280073,0.007431219334990403,67687.41135544072,153499.08223241416
106,SPINE_DIAGONAL,3,2.6633686064020505,-3.7281415043353094,0.006014415241019488,-0.06649100798021003,0.05527476822059901,0.0073394636082101125,68533.61864718987,26792.775140865495
107,SPINE_LONGERON,1,2.5,-6.470474828113073,-0.0023529713772534704,-0.5570949670204819,0.5366187455907601,0.009409011676350847,53459.3873726684,150811.60892222173
108,SPINE_DIAGONAL,3,2.6633686064020505,3.832297870312037,0.007291813769566583,-0.05496479561415275,-0.01456378578102541,0.0061082042377542285,82348.2615219388,26064.585895785513
109,SPINE_LONGERON,1,2.5,6.357230751944453,0.010495690158478272,-0.5645201434042717,0.008689110263604556,0.007431183174436942,67687.74072617476,153498.08075159122
110,SPINE_DIAGONAL,3,2.6633686064020505,-3.7282181063384483,0.006014292777258832,-0.058193557293326065,-0.06395099129955453,0.007339499300572658,68533.28536467793,26792.22464189068
111,SPINE_LONGERON,1,2.5,-6.470049376773708,-0.00235459876480002,-0.5366199421019093,-0.5570946817061695,0.009408870936356922,53460.18703013049,150821.52584824056
112,SPINE_DIAGONAL,3,2.6633686064020505,3.832453670330464,0.007291446263052596,0.01208923073140651,-0.055561218935689084,0.006108334134910673,82346.51033990232,26063.52629707613
113,SPINE_LONGERON,1,2.5,6.357189275129505,0.01050077658098874,-0.008690284039063256,-0.5645255111276738,0.007431219334968659,67687.41135563877,153499.0822337266
114,SPINE_DIAGONAL,3,2.6633686064020505,-3.728141504359581,0.006014415241023189,0.06649100798015559,-0.05527476822054767,0.007339463608229209,68533.61864701155,26792.775140691065
115,SPINE_LONGERON,1,2.5,-6.470474828119471,-0.002352971377250518,0.5570949670201328,-0.5366187455900011,0.00940901167634583,53459.3873726969,150811.6089220726
116,SPINE_DIAGONAL,3,2.6633686064020505,3.83229787028587,0.007291813769566563,0.05496479561408425,0.014563785781105412,0.006108204237727989,82348.26152229254,26064.585895963482
117,SPINE_LONGERON,1,2.5,6.35723075198959,0.01049569015847611,0.5645201434035013,-0.008689110262663384,0.007431183174445206,67687.74072609948,153498.08075050137
118,SPINE_DIAGONAL,3,2.6633686064020505,-3.7282181063510733,0.006014292777255078,0.058193557293231384,0.06395099129962399,0.007339499300583777,68533.2853645741,26792.224641799952
119,SPINE_LONGERON,1,2.5,-6.470049376703258,-0.0023545987648056588,0.5366199421009537,0.5570946817066836,0.009408870936329935,53460.18703028382,150821.5258498828
120,SPINE_DIAGONAL,3,2.6633686064020505,3.8324536703386762,0.00729144626304729,-0.012089230731487755,0.055561218935729614,0.006108334134920808,82346.5103397657,26063.52629702028
121,SPINE_FRAME,2,0.9184401633029775,-0.8673210863611178,-0.021491835326954298,-0.2336237976627703,0.40983437185087396,0.00994767769581598,50564.56545747991,2893882.3458885746
122,SPINE_FRAME,2,0.9184401633029775,4.091024667268545,-0.02329300640375076,0.3541671745466365,-0.4207709238953776,0.013300423079911158,37818.34585094716,613519.9330668276
123,SPINE_FRAME,2,0.9184401633029775,-0.8672897476179386,-0.02149206331244509,-0.23362710473224596,0.40983924342638434,0.009947778143920453,50564.054879672454,2893986.913751711
124,SPINE_FRAME,2,0.9184401633029775,4.09101227834574,-0.023293210161471456,-0.35415957826800304,0.42077307291331806,0.013300351235879467,37818.55013295368,613521.7910057858
125,SPINE_FRAME,2,0.9184401633029775,-0.8673210863611187,-0.021491835326923017,0.23362379766278138,-0.4098343718516993,0.009947677695830439,50564.56545740642,2893882.345888572
126,SPINE_FRAME,2,0.9184401633029775,4.091024667267137,-0.023293006403805647,-0.35416717454660573,0.42077092389425624,0.013300423079892812,37818.34585099933,613519.9330670389
127,SPINE_FRAME,2,0.9184401633029775,-0.8672897476159518,-0.02149206331239699,0.23362710473226697,-0.40983924342718375,0.009947778143933451,50564.054879606396,2893986.9137583408
128,SPINE_FRAME,2,0.9184401633029775,4.091012278344323,-0.023293210161482905,0.3541595782679968,-0.42077307291318605,0.013300351235876586,37818.55013296187,613521.7910059984
129,SPINE_LONGERON,1,2.5,23.21367936584025,0.07349892895572034,0.30730039683173765,-2.8692981217125393,0.03478806867956182,14458.9803082548,42036.53819542396
130,SPINE_DIAGONAL,3,2.6633686064020505,-12.811059661007132,0.021466883666181654,-0.2343803062211543,-0.21447072870179384,0.026145853869306866,19238.231901482537,7796.9551045812095
131,SPINE_LONGERON,1,2.5,-23.89615827312226,-0.04678984892238081,2.295802906789792,-1.7898747113820896,0.03525564711278377,14267.217912378386,40835.96652504797
132,SPINE_DIAGONAL,3,2.6633686064020505,13.594848347406318,0.037171744380607045,0.007389461619871928,-0.29381370569375376,0.025829072514923074,19474.179713939993,7347.434444757222
133,SPINE_LONGERON,1,2.5,23.213538897767826,0.07349852323685342,2.869294820475342,0.30729745679757686,0.03478798687079771,14459.014310547422,42036.792563856005
134,SPINE_DIAGONAL,3,2.6633686064020505,-12.811017590743809,0.02146696449503002,0.2247427647257318,-0.2245490570081739,0.02614579865180277,19238.27253084571,7796.9807091010725
135,SPINE_LONGERON,1,2.5,-23.895925438839697,-0.04679178690708022,1.7898735100292278,2.295802348113268,0.035255556128629455,14267.254731844558,40836.36441769259
136,SPINE_DIAGONAL,3,2.6633686064020505,13.594957833360452,0.03717142301925654,0.29384982624164185,-0.005764954514856396,0.025829162070341548,19474.112192651115,7347.375272755331
137,SPINE_LONGERON,1,2.5,23.21367936578024,0.07349892895571944,-0.30730039683067983,2.869298121712367,0.03478806867953852,14458.980308264487,42036.53819553262
138,SPINE_DIAGONAL,3,2.6633686064020505,-12.811059661007405,0.021466883666176845,0.2343803062212296,0.21447072870177292,0.026145853869308976,19238.231901480987,7796.955104581043
139,SPINE_LONGERON,1,2.5,-23.896158273167615,-0.04678984892238496,-2.295802906788641,1.789874711382418,0.035255647112792846,14267.217912374716,40835.966524970456
140,SPINE_DIAGONAL,3,2.6633686064020505,13.594848347424467,0.0371717443806038,-0.007389461619760972,0.2938137056937501,0.025829072514939544,19474.179713927577,7347.434444747413
141,SPINE_LONGERON,1,2.5,23.213538897763456,0.07349852323685656,-2.869294820474703,-0.3072974567971684,0.03478798687078991,14459.014310550665,42036.79256386391
142,SPINE_DIAGONAL,3,2.6633686064020505,-12.811017590717876,0.021466964495029,-0.2247427647256356,0.22454905700820532,0.026145798651776717,19238.27253086488,7796.980709116856
143,SPINE_LONGERON,1,2.5,-23.895925438799985,-0.04679178690707335,-1.7898735100286738,-2.295802348113356,0.03525555612861325,14267.254731851115,40836.36441776046
144,SPINE_DIAGONAL,3,2.6633686064020505,13.594957833378803,0.03717142301925929,-0.2938498262415802,0.0057649545148695976,0.025829162070355748,19474.112192640405,7347.375272745413
145,SPINE_FRAME,2,0.9184401633029775,-14.256926826136851,0.03696279462473473,-0.24202404215628937,2.330440312062691,0.05488285770077369,9164.974658251243,176049.52390131922
146,SPINE_FRAME,2,0.9184401633029775,9.59449685071242,-0.06896106685109227,0.39117909966381004,-1.2834462988854438,0.03224118184273544,15601.165070607844,261600.50069232855
147,SPINE_FRAME,2,0.9184401633029775,-14.256938422221767,0.036963002553015545,-0.24201872461080595,2.330443367127193,0.054882914082486044,9164.965242990163,176049.38070891929
148,SPINE_FRAME,2,0.9184401633029775,9.594512930949069,-0.06896141307717474,-0.3911761850202139,1.2834494396960667,0.032241234141131524,15601.139764011124,261600.06225444342
149,SPINE_FRAME,2,0.9184401633029775,-14.256926826135377,0.036962794624675666,0.24202404215631323,-2.3304403120636845,0.05488285770079273,9164.974658248064,176049.52390133744
150,SPINE_FRAME,2,0.9184401633029775,9.594496850711435,-0.06896106685103165,-0.3911790996637907,1.2834462988843438,0.03224118184271366,15601.165070618381,261600.50069235542
151,SPINE_FRAME,2,0.9184401633029775,-14.256938422221776,0.036963002552989344,0.24201872461082077,-2.3304433671278204,0.0548829140824986,9164.965242988066,176049.38070891917
152,SPINE_FRAME,2,0.9184401633029775,9.594512930950149,-0.06896141307719972,0.3911761850202282,-1.2834494396964842,0.03224123414114022,15601.139764006915,261600.06225441396
153,SPINE_LONGERON,1,2.5,36.03986942944755,0.5600045810882843,-1.932477676255051,5.444989281792856,0.06619974348196497,7598.2167534687505,27076.200185152193
154,SPINE_DIAGONAL,3,2.6633686064020505,5.223847630538506,0.16389237261414105,-1.8945937929052978,1.124674768612873,0.10405005979525793,4834.211541922864,19121.395584941092
155,SPINE_LONGERON,1,2.5,-45.62515905464941,-0.11376994914789604,-16.164583919233543,12.042753949792232,0.20282778289806253,2479.936391420294,21387.820657230735
156,SPINE_DIAGONAL,3,2.6633686064020505,4.5903314955379635,0.10395426917985656,-0.464448758588051,-0.4271373607121447,0.03285634380359481,15309.06795371939,21760.35807350286
157,SPINE_LONGERON,1,2.5,36.039876050127944,0.5600050683419239,-5.444987420864224,-1.9324789061438217,0.06619973359210402,7598.217888598805,27076.195211137645
158,SPINE_DIAGONAL,3,2.6633686064020505,5.223799787491268,0.16389252461814072,-1.2083228198974472,-1.8423720270102018,0.10405001340299679,4834.2136973286815,19121.570711452336
159,SPINE_LONGERON,1,2.5,-45.62502724884505,-0.11376993690879114,-12.042754180439115,-16.164585415180607,0.2028277499064397,2479.936794802603,21387.88244434792
160,SPINE_DIAGONAL,3,2.6633686064020505,4.590383723552696,0.10395436133573231,0.4059274506212087,-0.48309628889163836,0.03285639733797344,15309.043009979152,21760.110490649116
161,SPINE_LONGERON,1,2.5,36.039869429426815,0.5600045810883081,1.9324776762550886,-5.444989281792385,0.06619974348195386,7598.216753470027,27076.20018516777
