element_id,node_1,node_2,section_id,group,length_mm
622,203,95,8,RING2_TORQUE_BRACE,10479.871431130488
623,204,202,8,RING2_TORQUE_BRACE,10977.179919856466
624,204,205,8,RING2_TORQUE_BRACE,10977.179919856466
625,206,95,8,RING2_TORQUE_BRACE,10479.871431130488
626,206,96,8,RING2_TORQUE_BRACE,10271.903773099884
627,208,96,8,RING2_TORQUE_BRACE,10271.903773099884
628,208,89,8,RING2_TORQUE_BRACE,10479.871431130488
629,215,129,9,DOCK_LOAD_SPREADER,7467.261881037788
630,216,130,9,DOCK_LOAD_SPREADER,7467.261961518312
631,217,131,9,DOCK_LOAD_SPREADER,7467.261881037788
632,218,132,9,DOCK_LOAD_SPREADER,7467.261961518312
633,219,133,9,DOCK_LOAD_SPREADER,7467.261881037788
634,220,134,9,DOCK_LOAD_SPREADER,7467.261961518312
635,221,135,9,DOCK_LOAD_SPREADER,7467.261881037788
636,222,136,9,DOCK_LOAD_SPREADER,7467.261961518312
637,209,9,10,PROP_LONGITUDINAL_STRUT,2865.3097563788806
638,209,25,10,PROP_LONGITUDINAL_STRUT,2865.3097563788806
639,210,10,10,PROP_LONGITUDINAL_STRUT,2933.0076040989243
640,210,26,10,PROP_LONGITUDINAL_STRUT,2933.0076040989243
641,211,12,10,PROP_LONGITUDINAL_STRUT,2933.0076040989243
642,211,28,10,PROP_LONGITUDINAL_STRUT,2933.0076040989243
643,212,13,10,PROP_LONGITUDINAL_STRUT,2865.3097563788806
644,212,29,10,PROP_LONGITUDINAL_STRUT,2865.3097563788806
645,213,14,10,PROP_LONGITUDINAL_STRUT,2933.0076040989243
646,213,30,10,PROP_LONGITUDINAL_STRUT,2933.0076040989243
647,214,16,10,PROP_LONGITUDINAL_STRUT,2933.0076040989243
648,214,32,10,PROP_LONGITUDINAL_STRUT,2933.0076040989243
