element_id,node_1,node_2,section_id,group,length_mm
161,53,61,1,SPINE_LONGERON,2500.000
162,53,62,3,SPINE_DIAGONAL,2663.369
163,54,62,1,SPINE_LONGERON,2500.000
164,54,63,3,SPINE_DIAGONAL,2663.369
165,55,63,1,SPINE_LONGERON,2500.000
166,55,64,3,SPINE_DIAGONAL,2663.369
167,56,64,1,SPINE_LONGERON,2500.000
168,56,57,3,SPINE_DIAGONAL,2663.369
169,57,58,2,SPINE_FRAME,918.440
170,58,59,2,SPINE_FRAME,918.440
171,59,60,2,SPINE_FRAME,918.440
172,60,61,2,SPINE_FRAME,918.440
173,61,62,2,SPINE_FRAME,918.440
174,62,63,2,SPINE_FRAME,918.440
175,63,64,2,SPINE_FRAME,918.440
176,64,57,2,SPINE_FRAME,918.440
177,57,65,1,SPINE_LONGERON,1000.000
178,57,72,3,SPINE_DIAGONAL,1357.767
179,58,66,1,SPINE_LONGERON,1000.000
180,58,65,3,SPINE_DIAGONAL,1357.767
181,59,67,1,SPINE_LONGERON,1000.000
182,59,66,3,SPINE_DIAGONAL,1357.767
183,60,68,1,SPINE_LONGERON,1000.000
184,60,67,3,SPINE_DIAGONAL,1357.767
185,61,69,1,SPINE_LONGERON,1000.000
186,61,68,3,SPINE_DIAGONAL,1357.767
187,62,70,1,SPINE_LONGERON,1000.000
188,62,69,3,SPINE_DIAGONAL,1357.767
189,63,71,1,SPINE_LONGERON,1000.000
190,63,70,3,SPINE_DIAGONAL,1357.767
191,64,72,1,SPINE_LONGERON,1000.000
192,64,71,3,SPINE_DIAGONAL,1357.767
193,65,66,2,SPINE_FRAME,918.440
194,66,67,2,SPINE_FRAME,918.440
195,67,68,2,SPINE_FRAME,918.440
196,68,69,2,SPINE_FRAME,918.440
197,69,70,2,SPINE_FRAME,918.440
198,70,71,2,SPINE_FRAME,918.440
199,71,72,2,SPINE_FRAME,918.440
200,72,65,2,SPINE_FRAME,918.440
201,65,73,1,SPINE_LONGERON,1500.000
202,65,74,3,SPINE_DIAGONAL,1758.844
203,66,74,1,SPINE_LONGERON,1500.000
204,66,75,3,SPINE_DIAGONAL,1758.844
205,67,75,1,SPINE_LONGERON,1500.000
206,67,76,3,SPINE_DIAGONAL,1758.844
207,68,76,1,SPINE_LONGERON,1500.000
208,68,77,3,SPINE_DIAGONAL,1758.844
209,69,77,1,SPINE_LONGERON,1500.000
210,69,78,3,SPINE_DIAGONAL,1758.844
211,70,78,1,SPINE_LONGERON,1500.000
212,70,79,3,SPINE_DIAGONAL,1758.844
213,71,79,1,SPINE_LONGERON,1500.000
214,71,80,3,SPINE_DIAGONAL,1758.844
215,72,80,1,SPINE_LONGERON,1500.000
216,72,73,3,SPINE_DIAGONAL,1758.844
217,73,74,2,SPINE_FRAME,918.440
218,74,75,2,SPINE_FRAME,918.440
219,75,76,2,SPINE_FRAME,918.440
220,76,77,2,SPINE_FRAME,918.440
221,77,78,2,SPINE_FRAME,918.440
222,78,79,2,SPINE_FRAME,918.440
223,79,80,2,SPINE_FRAME,918.440
224,80,73,2,SPINE_FRAME,918.440
225,73,81,1,SPINE_LONGERON,2500.000
226,73,88,3,SPINE_DIAGONAL,2663.369
227,74,82,1,SPINE_LONGERON,2500.000
228,74,81,3,SPINE_DIAGONAL,2663.369
229,75,83,1,SPINE_LONGERON,2500.000
230,75,82,3,SPINE_DIAGONAL,2663.369
231,76,84,1,SPINE_LONGERON,2500.000
232,76,83,3,SPINE_DIAGONAL,2663.369
233,77,85,1,SPINE_LONGERON,2500.000
234,77,84,3,SPINE_DIAGONAL,2663.369
235,78,86,1,SPINE_LONGERON,2500.000
236,78,85,3,SPINE_DIAGONAL,2663.369
237,79,87,1,SPINE_LONGERON,2500.000
238,79,86,3,SPINE_DIAGONAL,2663.369
239,80,88,1,SPINE_LONGERON,2500.000
240,80,87,3,SPINE_DIAGONAL,2663.369
241,81,82,2,SPINE_FRAME,918.440
242,82,83,2,SPINE_FRAME,918.440
243,83,84,2,SPINE_FRAME,918.440
244,84,85,2,SPINE_FRAME,918.440
245,85,86,2,SPINE_FRAME,918.440
246,86,87,2,SPINE_FRAME,918.440
247,87,88,2,SPINE_FRAME,918.440
248,88,81,2,SPINE_FRAME,918.440
249,81,89,1,SPINE_LONGERON,1000.000
250,81,90,3,SPINE_DIAGONAL,1357.767
251,82,90,1,SPINE_LONGERON,1000.000
252,82,91,3,SPINE_DIAGONAL,1357.767
253,83,91,1,SPINE_LONGERON,1000.000
254,83,92,3,SPINE_DIAGONAL,1357.767
255,84,92,1,SPINE_LONGERON,1000.000
256,84,93,3,SPINE_DIAGONAL,1357.767
257,85,93,1,SPINE_LONGERON,1000.000
258,85,94,3,SPINE_DIAGONAL,1357.767
259,86,94,1,SPINE_LONGERON,1000.000
260,86,95,3,SPINE_DIAGONAL,1357.767
261,87,95,1,SPINE_LONGERON,1000.000
262,87,96,3,SPINE_DIAGONAL,1357.767
263,88,96,1,SPINE_LONGERON,1000.000
264,88,89,3,SPINE_DIAGONAL,1357.767
265,89,90,2,SPINE_FRAME,918.440
266,90,91,2,SPINE_FRAME,918.440
267,91,92,2,SPINE_FRAME,918.440
268,92,93,2,SPINE_FRAME,918.440
269,93,94,2,SPINE_FRAME,918.440
270,94,95,2,SPINE_FRAME,918.440
271,95,96,2,SPINE_FRAME,918.440
272,96,89,2,SPINE_FRAME,918.440
273,89,97,1,SPINE_LONGERON,1500.000
274,89,104,3,SPINE_DIAGONAL,1758.844
275,90,98,1,SPINE_LONGERON,1500.000
276,90,97,3,SPINE_DIAGONAL,1758.844
277,91,99,1,SPINE_LONGERON,1500.000
278,91,98,3,SPINE_DIAGONAL,1758.844
279,92,100,1,SPINE_LONGERON,1500.000
280,92,99,3,SPINE_DIAGONAL,1758.844
281,93,101,1,SPINE_LONGERON,1500.000
282,93,100,3,SPINE_DIAGONAL,1758.844
283,94,102,1,SPINE_LONGERON,1500.000
284,94,101,3,SPINE_DIAGONAL,1758.844
285,95,103,1,SPINE_LONGERON,1500.000
286,95,102,3,SPINE_DIAGONAL,1758.844
287,96,104,1,SPINE_LONGERON,1500.000
288,96,103,3,SPINE_DIAGONAL,1758.844
289,97,98,2,SPINE_FRAME,918.440
290,98,99,2,SPINE_FRAME,918.440
291,99,100,2,SPINE_FRAME,918.440
292,100,101,2,SPINE_FRAME,918.440
293,101,102,2,SPINE_FRAME,918.440
294,102,103,2,SPINE_FRAME,918.440
295,103,104,2,SPINE_FRAME,918.440
296,104,97,2,SPINE_FRAME,918.440
297,97,105,1,SPINE_LONGERON,2500.000
298,97,106,3,SPINE_DIAGONAL,2663.369
299,98,106,1,SPINE_LONGERON,2500.000
300,98,107,3,SPINE_DIAGONAL,2663.369
301,99,107,1,SPINE_LONGERON,2500.000
302,99,108,3,SPINE_DIAGONAL,2663.369
303,100,108,1,SPINE_LONGERON,2500.000
304,100,109,3,SPINE_DIAGONAL,2663.369
305,101,109,1,SPINE_LONGERON,2500.000
306,101,110,3,SPINE_DIAGONAL,2663.369
307,102,110,1,SPINE_LONGERON,2500.000
308,102,111,3,SPINE_DIAGONAL,2663.369
309,103,111,1,SPINE_LONGERON,2500.000
310,103,112,3,SPINE_DIAGONAL,2663.369
311,104,112,1,SPINE_LONGERON,2500.000
312,104,105,3,SPINE_DIAGONAL,2663.369
313,105,106,2,SPINE_FRAME,918.440
314,106,107,2,SPINE_FRAME,918.440
315,107,108,2,SPINE_FRAME,918.440
316,108,109,2,SPINE_FRAME,918.440
317,109,110,2,SPINE_FRAME,918.440
318,110,111,2,SPINE_FRAME,918.440
319,111,112,2,SPINE_FRAME,918.440
320,112,105,2,SPINE_FRAME,918.440
321,105,113,1,SPINE_LONGERON,2500.000
322,105,120,3,SPINE_DIAGONAL,2663.369
323,106,114,1,SPINE_LONGERON,2500.000
324,106,113,3,SPINE_DIAGONAL,2663.369
325,107,115,1,SPINE_LONGERON,2500.000
326,107,114,3,SPINE_DIAGONAL,2663.369
327,108,116,1,SPINE_LONGERON,2500.000
328,108,115,3,SPINE_DIAGONAL,2663.369
329,109,117,1,SPINE_LONGERON,2500.000
330,109,116,3,SPINE_DIAGONAL,2663.369
331,110,118,1,SPINE_LONGERON,2500.000
332,110,117,3,SPINE_DIAGONAL,2663.369
333,111,119,1,SPINE_LONGERON,2500.000
334,111,118,3,SPINE_DIAGONAL,2663.369
335,112,120,1,SPINE_LONGERON,2500.000
336,112,119,3,SPINE_DIAGONAL,2663.369
337,113,114,2,SPINE_FRAME,918.440
338,114,115,2,SPINE_FRAME,918.440
339,115,116,2,SPINE_FRAME,918.440
340,116,117,2,SPINE_FRAME,918.440
341,117,118,2,SPINE_FRAME,918.440
342,118,119,2,SPINE_FRAME,918.440
343,119,120,2,SPINE_FRAME,918.440
344,120,113,2,SPINE_FRAME,918.440
345,113,121,1,SPINE_LONGERON,2500.000
346,113,122,3,SPINE_DIAGONAL,2663.369
347,114,122,1,SPINE_LONGERON,2500.000
348,114,123,3,SPINE_DIAGONAL,2663.369
349,115,123,1,SPINE_LONGERON,2500.000
350,115,124,3,SPINE_DIAGONAL,2663.369
351,116,124,1,SPINE_LONGERON,2500.000
352,116,125,3,SPINE_DIAGONAL,2663.369
353,117,125,1,SPINE_LONGERON,2500.000
354,117,126,3,SPINE_DIAGONAL,2663.369
355,118,126,1,SPINE_LONGERON,2500.000
356,118,127,3,SPINE_DIAGONAL,2663.369
357,119,127,1,SPINE_LONGERON,2500.000
358,119,128,3,SPINE_DIAGONAL,2663.369
359,120,128,1,SPINE_LONGERON,2500.000
360,120,121,3,SPINE_DIAGONAL,2663.369
361,121,122,2,SPINE_FRAME,918.440
362,122,123,2,SPINE_FRAME,918.440
363,123,124,2,SPINE_FRAME,918.440
364,124,125,2,SPINE_FRAME,918.440
365,125,126,2,SPINE_FRAME,918.440
366,126,127,2,SPINE_FRAME,918.440
367,127,128,2,SPINE_FRAME,918.440
368,128,121,2,SPINE_FRAME,918.440
369,121,129,1,SPINE_LONGERON,2500.000
370,121,136,3,SPINE_DIAGONAL,2663.369
371,122,130,1,SPINE_LONGERON,2500.000
372,122,129,3,SPINE_DIAGONAL,2663.369
373,123,131,1,SPINE_LONGERON,2500.000
374,123,130,3,SPINE_DIAGONAL,2663.369
375,124,132,1,SPINE_LONGERON,2500.000
376,124,131,3,SPINE_DIAGONAL,2663.369
377,125,133,1,SPINE_LONGERON,2500.000
378,125,132,3,SPINE_DIAGONAL,2663.369
379,126,134,1,SPINE_LONGERON,2500.000
380,126,133,3,SPINE_DIAGONAL,2663.369
381,127,135,1,SPINE_LONGERON,2500.000
382,127,134,3,SPINE_DIAGONAL,2663.369
383,128,136,1,SPINE_LONGERON,2500.000
384,128,135,3,SPINE_DIAGONAL,2663.369
385,129,130,2,SPINE_FRAME,918.440
386,130,131,2,SPINE_FRAME,918.440
387,131,132,2,SPINE_FRAME,918.440
388,132,133,2,SPINE_FRAME,918.440
389,133,134,2,SPINE_FRAME,918.440
390,134,135,2,SPINE_FRAME,918.440
391,135,136,2,SPINE_FRAME,918.440
392,136,129,2,SPINE_FRAME,918.440
393,129,137,1,SPINE_LONGERON,1000.000
394,129,138,3,SPINE_DIAGONAL,1357.767
395,130,138,1,SPINE_LONGERON,1000.000
396,130,139,3,SPINE_DIAGONAL,1357.767
397,131,139,1,SPINE_LONGERON,1000.000
398,131,140,3,SPINE_DIAGONAL,1357.767
399,132,140,1,SPINE_LONGERON,1000.000
400,132,141,3,SPINE_DIAGONAL,1357.767
401,133,141,1,SPINE_LONGERON,1000.000
402,133,142,3,SPINE_DIAGONAL,1357.767
403,134,142,1,SPINE_LONGERON,1000.000
404,134,143,3,SPINE_DIAGONAL,1357.767
405,135,143,1,SPINE_LONGERON,1000.000
406,135,144,3,SPINE_DIAGONAL,1357.767
407,136,144,1,SPINE_LONGERON,1000.000
408,136,137,3,SPINE_DIAGONAL,1357.767
409,137,138,2,SPINE_FRAME,918.440
410,138,139,2,SPINE_FRAME,918.440
411,139,140,2,SPINE_FRAME,918.440
412,140,141,2,SPINE_FRAME,918.440
413,141,142,2,SPINE_FRAME,918.440
414,142,143,2,SPINE_FRAME,918.440
415,143,144,2,SPINE_FRAME,918.440
416,144,137,2,SPINE_FRAME,918.440
417,137,145,1,SPINE_LONGERON,1500.000
418,137,152,3,SPINE_DIAGONAL,1758.844
419,138,146,1,SPINE_LONGERON,1500.000
420,138,145,3,SPINE_DIAGONAL,1758.844
421,139,147,1,SPINE_LONGERON,1500.000
422,139,146,3,SPINE_DIAGONAL,1758.844
423,140,148,1,SPINE_LONGERON,1500.000
424,140,147,3,SPINE_DIAGONAL,1758.844
425,141,149,1,SPINE_LONGERON,1500.000
426,141,148,3,SPINE_DIAGONAL,1758.844
427,142,150,1,SPINE_LONGERON,1500.000
428,142,149,3,SPINE_DIAGONAL,1758.844
429,143,151,1,SPINE_LONGERON,1500.000
430,143,150,3,SPINE_DIAGONAL,1758.844
431,144,152,1,SPINE_LONGERON,1500.000
432,144,151,3,SPINE_DIAGONAL,1758.844
433,145,146,2,SPINE_FRAME,918.440
434,146,147,2,SPINE_FRAME,918.440
435,147,148,2,SPINE_FRAME,918.440
436,148,149,2,SPINE_FRAME,918.440
437,149,150,2,SPINE_FRAME,918.440
438,150,151,2,SPINE_FRAME,918.440
439,151,152,2,SPINE_FRAME,918.440
440,152,145,2,SPINE_FRAME,918.440
441,145,153,1,SPINE_LONGERON,2500.000
442,145,154,3,SPINE_DIAGONAL,2663.369
443,146,154,1,SPINE_LONGERON,2500.000
444,146,155,3,SPINE_DIAGONAL,2663.369
445,147,155,1,SPINE_LONGERON,2500.000
446,147,156,3,SPINE_DIAGONAL,2663.369
447,148,156,1,SPINE_LONGERON,2500.000
448,148,157,3,SPINE_DIAGONAL,2663.369
449,149,157,1,SPINE_LONGERON,2500.000
450,149,158,3,SPINE_DIAGONAL,2663.369
451,150,158,1,SPINE_LONGERON,2500.000
452,150,159,3,SPINE_DIAGONAL,2663.369
453,151,159,1,SPINE_LONGERON,2500.000
454,151,160,3,SPINE_DIAGONAL,2663.369
455,152,160,1,SPINE_LONGERON,2500.000
456,152,153,3,SPINE_DIAGONAL,2663.369
457,153,154,2,SPINE_FRAME,918.440
458,154,155,2,SPINE_FRAME,918.440
459,155,156,2,SPINE_FRAME,918.440
460,156,157,2,SPINE_FRAME,918.440
461,157,158,2,SPINE_FRAME,918.440
462,158,159,2,SPINE_FRAME,918.440
463,159,160,2,SPINE_FRAME,918.440
464,160,153,2,SPINE_FRAME,918.440
465,153,161,1,SPINE_LONGERON,2000.000
466,153,168,3,SPINE_DIAGONAL,2200.803
467,154,162,1,SPINE_LONGERON,2000.000
468,154,161,3,SPINE_DIAGONAL,2200.803
469,155,163,1,SPINE_LONGERON,2000.000
470,155,162,3,SPINE_DIAGONAL,2200.803
471,156,164,1,SPINE_LONGERON,2000.000
472,156,163,3,SPINE_DIAGONAL,2200.803
473,157,165,1,SPINE_LONGERON,2000.000
474,157,164,3,SPINE_DIAGONAL,2200.803
475,158,166,1,SPINE_LONGERON,2000.000
476,158,165,3,SPINE_DIAGONAL,2200.803
477,159,167,1,SPINE_LONGERON,2000.000
478,159,166,3,SPINE_DIAGONAL,2200.803
479,160,168,1,SPINE_LONGERON,2000.000
480,160,167,3,SPINE_DIAGONAL,2200.803
481,161,162,2,SPINE_FRAME,918.440
482,162,163,2,SPINE_FRAME,918.440
483,163,164,2,SPINE_FRAME,918.440
484,164,165,2,SPINE_FRAME,918.440
485,165,166,2,SPINE_FRAME,918.440
486,166,167,2,SPINE_FRAME,918.440
487,167,168,2,SPINE_FRAME,918.440
488,168,161,2,SPINE_FRAME,918.440
489,65,169,5,RING1_SPOKE,10800.000
490,170,66,6,RING1_HUB_LINK,313.263
491,170,171,5,RING1_SPOKE,10800.000
492,172,66,6,RING1_HUB_LINK,313.263
493,172,173,5,RING1_SPOKE,10800.000
494,67,174,5,RING1_SPOKE,10800.000
495,175,68,6,RING1_HUB_LINK,313.263
496,175,176,5,RING1_SPOKE,10800.000
497,177,68,6,RING1_HUB_LINK,313.263
498,177,178,5,RING1_SPOKE,10800.000
499,69,179,5,RING1_SPOKE,10800.000
500,180,70,6,RING1_HUB_LINK,313.263
501,180,181,5,RING1_SPOKE,10800.000
502,182,70,6,RING1_HUB_LINK,313.263
503,182,183,5,RING1_SPOKE,10800.000
504,71,184,5,RING1_SPOKE,10800.000
505,185,72,6,RING1_HUB_LINK,313.263
506,185,186,5,RING1_SPOKE,10800.000
507,187,72,6,RING1_HUB_LINK,313.263
508,187,188,5,RING1_SPOKE,10800.000
509,169,171,4,RING1_CIRCUMFERENCE,6211.657
510,171,173,4,RING1_CIRCUMFERENCE,6211.657
511,173,174,4,RING1_CIRCUMFERENCE,6211.657
512,174,176,4,RING1_CIRCUMFERENCE,6211.657
513,176,178,4,RING1_CIRCUMFERENCE,6211.657
514,178,179,4,RING1_CIRCUMFERENCE,6211.657
515,179,181,4,RING1_CIRCUMFERENCE,6211.657
516,181,183,4,RING1_CIRCUMFERENCE,6211.657
517,183,184,4,RING1_CIRCUMFERENCE,6211.657
518,184,186,4,RING1_CIRCUMFERENCE,6211.657
519,186,188,4,RING1_CIRCUMFERENCE,6211.657
520,188,169,4,RING1_CIRCUMFERENCE,6211.657
521,89,189,5,RING2_SPOKE,10800.000
522,190,90,6,RING2_HUB_LINK,313.263
523,190,191,5,RING2_SPOKE,10800.000
524,192,90,6,RING2_HUB_LINK,313.263
525,192,193,5,RING2_SPOKE,10800.000
526,91,194,5,RING2_SPOKE,10800.000
527,195,92,6,RING2_HUB_LINK,313.263
528,195,196,5,RING2_SPOKE,10800.000
529,197,92,6,RING2_HUB_LINK,313.263
530,197,198,5,RING2_SPOKE,10800.000
531,93,199,5,RING2_SPOKE,10800.000
532,200,94,6,RING2_HUB_LINK,313.263
533,200,201,5,RING2_SPOKE,10800.000
534,202,94,6,RING2_HUB_LINK,313.263
535,202,203,5,RING2_SPOKE,10800.000
536,95,204,5,RING2_SPOKE,10800.000
537,205,96,6,RING2_HUB_LINK,313.263
538,205,206,5,RING2_SPOKE,10800.000
539,207,96,6,RING2_HUB_LINK,313.263
540,207,208,5,RING2_SPOKE,10800.000
541,189,191,4,RING2_CIRCUMFERENCE,6211.657
542,191,193,4,RING2_CIRCUMFERENCE,6211.657
543,193,194,4,RING2_CIRCUMFERENCE,6211.657
544,194,196,4,RING2_CIRCUMFERENCE,6211.657
545,196,198,4,RING2_CIRCUMFERENCE,6211.657
546,198,199,4,RING2_CIRCUMFERENCE,6211.657
547,199,201,4,RING2_CIRCUMFERENCE,6211.657
548,201,203,4,RING2_CIRCUMFERENCE,6211.657
549,203,204,4,RING2_CIRCUMFERENCE,6211.657
550,204,206,4,RING2_CIRCUMFERENCE,6211.657
551,206,208,4,RING2_CIRCUMFERENCE,6211.657
552,208,189,4,RING2_CIRCUMFERENCE,6211.657
553,17,209,6,PROP_BOOM,2000.000
554,18,209,6,PROP_BOOM,2499.884
555,18,210,6,PROP_BOOM,2064.386
556,19,210,6,PROP_BOOM,2242.526
557,20,211,6,PROP_BOOM,2064.386
558,21,211,6,PROP_BOOM,2800.000
559,21,212,6,PROP_BOOM,2000.000
560,22,212,6,PROP_BOOM,2499.884
561,22,213,6,PROP_BOOM,2064.386
562,23,213,6,PROP_BOOM,2242.526
563,24,214,6,PROP_BOOM,2064.386
564,17,214,6,PROP_BOOM,2800.000
565,161,215,7,DOCK_LINK,565.685
566,162,216,7,DOCK_LINK,565.685
567,163,217,7,DOCK_LINK,565.685
568,164,218,7,DOCK_LINK,565.685
569,165,219,7,DOCK_LINK,565.685
570,166,220,7,DOCK_LINK,565.685
571,167,221,7,DOCK_LINK,565.685
572,168,222,7,DOCK_LINK,565.685
573,215,216,7,DOCK_RING,612.293
574,216,217,7,DOCK_RING,612.293
575,217,218,7,DOCK_RING,612.293
576,218,219,7,DOCK_RING,612.293
577,219,220,7,DOCK_RING,612.293
578,220,221,7,DOCK_RING,612.293
579,221,222,7,DOCK_RING,612.293
580,222,215,7,DOCK_RING,612.293
